id,source_id,split,label,expresses_positive_emotion,contains_praise,mentions_enjoyment,describes_high_quality,expresses_negative_emotion,contains_criticism,mentions_disappointment,describes_low_quality,mentions_good_acting_or_writing,mentions_bad_acting_or_writing,contains_comparison,uses_strong_opinion,contains_irony_or_sarcasm,contains_mixed_sentiment,sounds_uncertain,uses_emotional_language,contains_recommendation,mentions_exciting_content,mentions_boredom,sounds_confident
sst2_01223,train_17201,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01224,train_32569,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01227,train_21857,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01225,train_3916,test,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_01226,train_41356,train,positive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
sst2_01228,train_12922,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01229,train_61758,test,negative,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
sst2_01230,train_3646,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_01231,train_62430,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01232,train_662,train,positive,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_01233,train_51596,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01234,train_37436,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01236,train_33846,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01235,train_10122,test,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
sst2_01237,train_67016,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sst2_01238,train_53128,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_01239,train_4796,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01240,validation_393,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_01242,train_57391,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sst2_01243,train_17533,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01241,train_52375,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_01244,train_26109,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01245,train_35092,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01246,train_49104,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
sst2_01249,train_31298,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01247,train_11323,train,negative,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
sst2_01248,train_8153,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01250,train_7966,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01252,train_19776,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
sst2_01253,train_15534,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01251,train_43644,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sst2_01254,train_54751,train,negative,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1
sst2_01255,train_26303,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01257,train_25858,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0
sst2_01260,train_30198,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01256,train_65060,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01259,train_44595,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
sst2_01258,train_66074,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_01261,train_35394,test,positive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01262,train_51516,test,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
sst2_01263,train_20191,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01264,train_36739,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01266,train_43093,train,negative,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
sst2_01265,train_26952,test,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01268,train_46759,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
sst2_01271,train_48676,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01267,train_51420,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01269,train_37625,test,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01270,train_867,test,negative,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
sst2_01272,train_51765,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
sst2_01273,train_5472,train,negative,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
sst2_01274,train_49207,train,negative,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_01276,train_57416,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sst2_01277,train_8785,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01275,train_1674,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01279,train_49415,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01278,train_17977,test,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
sst2_01280,train_7829,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01281,train_65038,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01284,train_41093,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01283,train_50633,test,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01282,train_25322,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_01285,train_32053,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_01286,train_21039,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01288,train_30675,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
sst2_01287,train_52221,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_01290,train_11759,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sst2_01291,train_10930,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01289,train_50399,test,negative,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_01292,train_15806,test,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_01293,train_4537,test,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
sst2_01294,train_42452,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
sst2_01295,train_55538,train,positive,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01298,train_47711,train,positive,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
sst2_01297,train_45223,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01299,train_7266,test,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01300,train_2716,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_01296,train_31806,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01301,train_16270,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01302,train_49961,train,positive,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_01303,train_25301,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01304,train_35711,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01305,train_9073,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1
sst2_01308,train_9243,train,positive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01306,train_36241,train,positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01309,train_16556,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01307,train_3777,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01310,train_24574,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
sst2_01311,train_53562,test,negative,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
sst2_01314,train_5953,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01312,train_44850,test,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01313,train_20706,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01315,train_43229,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01316,train_45721,train,positive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sst2_01317,train_12825,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01319,train_58178,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01320,train_45917,train,positive,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_01318,train_53733,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
sst2_01321,train_16152,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_01323,train_57133,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01322,train_58509,test,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01325,train_44218,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01324,train_39148,train,negative,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
sst2_01326,train_46668,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01327,train_34700,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01328,train_40876,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01330,train_63850,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
sst2_01329,train_32268,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_01331,train_57134,test,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01332,train_66614,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01333,train_52528,train,positive,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
sst2_01335,train_10275,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_01337,train_61426,test,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
sst2_01336,train_4354,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01338,validation_586,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_01339,train_3358,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01334,train_7718,train,negative,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01340,train_22332,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_01342,train_66317,test,positive,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1
sst2_01341,train_37451,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_01344,train_8905,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
sst2_01343,train_23810,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01345,train_8392,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01347,train_10640,train,positive,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
sst2_01348,train_46808,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_01346,train_62352,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01349,train_9118,train,positive,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
sst2_01350,train_55922,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01352,train_25071,train,negative,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
sst2_01351,train_61682,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01353,train_40340,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01354,train_44243,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01355,train_60596,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1
sst2_01356,train_28889,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1
sst2_01357,train_66183,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
sst2_01359,train_2840,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01360,train_42409,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01358,train_19997,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01362,train_12947,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01361,train_4648,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
sst2_01363,train_56104,train,positive,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_01365,train_22526,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01364,train_31595,test,negative,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
sst2_01366,train_6197,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01367,train_35347,train,positive,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
sst2_01368,train_5482,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_01370,train_37760,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01369,train_61836,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01371,train_31124,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_01372,train_44787,train,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sst2_01373,train_10052,train,positive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_01374,train_8661,train,positive,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
sst2_01376,train_14839,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_01375,train_16163,test,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01378,train_54604,test,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_01380,train_26334,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
sst2_01379,train_26699,test,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_01381,train_64669,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_01382,train_997,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01385,train_53663,train,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sst2_01377,train_38967,test,positive,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
sst2_01383,train_18392,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01387,train_31508,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01386,train_15474,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_01384,train_59226,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
sst2_01388,train_15921,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01390,train_25006,test,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01389,train_17163,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_01391,train_15032,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sst2_01392,train_25871,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01393,train_28171,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
sst2_01394,train_8014,test,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01395,train_15751,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01396,validation_858,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_01397,train_3648,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01398,train_571,train,positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01400,train_10839,test,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_01399,train_25683,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_01401,train_49791,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
sst2_01403,train_45864,train,positive,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sst2_01404,train_34260,train,negative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01402,train_62861,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01406,train_59343,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01405,train_64092,test,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01409,train_3958,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_01410,train_12076,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01407,train_21010,train,positive,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sst2_01408,train_6843,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01414,train_37869,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_01413,train_66011,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01411,train_50893,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01412,train_4318,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1
sst2_01415,train_21024,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sst2_01416,train_35194,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_01418,train_12104,test,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01417,train_59022,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01419,train_48266,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_01420,train_18878,train,positive,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sst2_01421,train_6593,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
sst2_01422,train_16573,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01423,train_47385,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01424,train_55564,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01425,train_14678,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1
sst2_01426,train_51915,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01427,train_27912,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01429,train_43858,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01432,train_52673,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_01431,train_21328,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01430,train_3133,train,positive,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
sst2_01435,train_54705,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01433,train_30761,test,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01434,train_8327,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_01437,train_9508,test,negative,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1
sst2_01436,train_35087,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_01440,train_4632,test,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01438,train_44862,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01439,train_51421,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01441,train_6336,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
sst2_01442,train_29608,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01428,validation_782,train,positive,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
sst2_01444,train_31597,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1
sst2_01445,train_14383,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01443,train_18220,test,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01447,train_40589,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01446,train_10787,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01451,train_41361,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01449,train_17486,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01450,train_32341,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_01448,train_648,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1
sst2_01452,train_39881,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_01453,train_43080,train,positive,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_01454,train_9806,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_01457,train_45533,train,negative,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
sst2_01455,train_59640,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01456,train_26892,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
sst2_01458,train_54448,train,negative,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
sst2_01459,train_4420,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_01460,train_8560,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01461,train_8790,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_01462,train_19256,test,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_01463,train_34814,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_01464,train_39004,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
